State Legislative District,Office,Party,Candidate,Votes
House 1,Governor,DEM,STACEY ABRAMS,3176
House 1,Governor,LIB,TED METZ,205
House 1,Governor,REP,BRIAN KEMP,13189
House 2,Governor,DEM,STACEY ABRAMS,2896
House 2,Governor,LIB,TED METZ,203
House 2,Governor,REP,BRIAN KEMP,15636
House 3,Governor,DEM,STACEY ABRAMS,3962
House 3,Governor,LIB,TED METZ,238
House 3,Governor,REP,BRIAN KEMP,15396
House 4,Governor,DEM,STACEY ABRAMS,4308
House 4,Governor,LIB,TED METZ,114
House 4,Governor,REP,BRIAN KEMP,7960
House 5,Governor,DEM,STACEY ABRAMS,2847
House 5,Governor,LIB,TED METZ,156
House 5,Governor,REP,BRIAN KEMP,13233
House 6,Governor,DEM,STACEY ABRAMS,2924
House 6,Governor,LIB,TED METZ,136
House 6,Governor,REP,BRIAN KEMP,12539
House 7,Governor,DEM,STACEY ABRAMS,4108
House 7,Governor,LIB,TED METZ,241
House 7,Governor,REP,BRIAN KEMP,21105
House 8,Governor,DEM,STACEY ABRAMS,4747
House 8,Governor,LIB,TED METZ,294
House 8,Governor,REP,BRIAN KEMP,23185
House 9,Governor,DEM,STACEY ABRAMS,3692
House 9,Governor,LIB,TED METZ,294
House 9,Governor,REP,BRIAN KEMP,19261
House 10,Governor,DEM,STACEY ABRAMS,3513
House 10,Governor,LIB,TED METZ,209
House 10,Governor,REP,BRIAN KEMP,19405
House 11,Governor,DEM,STACEY ABRAMS,2958
House 11,Governor,LIB,TED METZ,195
House 11,Governor,REP,BRIAN KEMP,18023
House 12,Governor,DEM,STACEY ABRAMS,3176
House 12,Governor,LIB,TED METZ,136
House 12,Governor,REP,BRIAN KEMP,12745
House 13,Governor,DEM,STACEY ABRAMS,5765
House 13,Governor,LIB,TED METZ,199
House 13,Governor,REP,BRIAN KEMP,10106
House 14,Governor,DEM,STACEY ABRAMS,3487
House 14,Governor,LIB,TED METZ,192
House 14,Governor,REP,BRIAN KEMP,15782
House 15,Governor,DEM,STACEY ABRAMS,5488
House 15,Governor,LIB,TED METZ,225
House 15,Governor,REP,BRIAN KEMP,14605
House 16,Governor,DEM,STACEY ABRAMS,3218
House 16,Governor,LIB,TED METZ,148
House 16,Governor,REP,BRIAN KEMP,14572
House 17,Governor,DEM,STACEY ABRAMS,6570
House 17,Governor,LIB,TED METZ,231
House 17,Governor,REP,BRIAN KEMP,16919
House 18,Governor,DEM,STACEY ABRAMS,4909
House 18,Governor,LIB,TED METZ,193
House 18,Governor,REP,BRIAN KEMP,13672
House 19,Governor,DEM,STACEY ABRAMS,8462
House 19,Governor,LIB,TED METZ,200
House 19,Governor,REP,BRIAN KEMP,14953
House 20,Governor,DEM,STACEY ABRAMS,8174
House 20,Governor,LIB,TED METZ,456
House 20,Governor,REP,BRIAN KEMP,17458
House 21,Governor,DEM,STACEY ABRAMS,6880
House 21,Governor,LIB,TED METZ,409
House 21,Governor,REP,BRIAN KEMP,19153
House 22,Governor,DEM,STACEY ABRAMS,8134
House 22,Governor,LIB,TED METZ,450
House 22,Governor,REP,BRIAN KEMP,24165
House 23,Governor,DEM,STACEY ABRAMS,6140
House 23,Governor,LIB,TED METZ,358
House 23,Governor,REP,BRIAN KEMP,17748
House 24,Governor,DEM,STACEY ABRAMS,6945
House 24,Governor,LIB,TED METZ,403
House 24,Governor,REP,BRIAN KEMP,20088
House 25,Governor,DEM,STACEY ABRAMS,10645
House 25,Governor,LIB,TED METZ,417
House 25,Governor,REP,BRIAN KEMP,17942
House 26,Governor,DEM,STACEY ABRAMS,5830
House 26,Governor,LIB,TED METZ,429
House 26,Governor,REP,BRIAN KEMP,21666
House 27,Governor,DEM,STACEY ABRAMS,3512
House 27,Governor,LIB,TED METZ,195
House 27,Governor,REP,BRIAN KEMP,16694
House 28,Governor,DEM,STACEY ABRAMS,2410
House 28,Governor,LIB,TED METZ,134
House 28,Governor,REP,BRIAN KEMP,13787
House 29,Governor,DEM,STACEY ABRAMS,5617
House 29,Governor,LIB,TED METZ,189
House 29,Governor,REP,BRIAN KEMP,9801
House 30,Governor,DEM,STACEY ABRAMS,5685
House 30,Governor,LIB,TED METZ,257
House 30,Governor,REP,BRIAN KEMP,14619
House 31,Governor,DEM,STACEY ABRAMS,4094
House 31,Governor,LIB,TED METZ,246
House 31,Governor,REP,BRIAN KEMP,19704
House 32,Governor,DEM,STACEY ABRAMS,3540
House 32,Governor,LIB,TED METZ,158
House 32,Governor,REP,BRIAN KEMP,16851
House 33,Governor,DEM,STACEY ABRAMS,5784
House 33,Governor,LIB,TED METZ,162
House 33,Governor,REP,BRIAN KEMP,16243
House 34,Governor,DEM,STACEY ABRAMS,10605
House 34,Governor,LIB,TED METZ,342
House 34,Governor,REP,BRIAN KEMP,13061
House 35,Governor,DEM,STACEY ABRAMS,11279
House 35,Governor,LIB,TED METZ,330
House 35,Governor,REP,BRIAN KEMP,11355
House 36,Governor,DEM,STACEY ABRAMS,10502
House 36,Governor,LIB,TED METZ,398
House 36,Governor,REP,BRIAN KEMP,19828
House 37,Governor,DEM,STACEY ABRAMS,13074
House 37,Governor,LIB,TED METZ,336
House 37,Governor,REP,BRIAN KEMP,10860
House 38,Governor,DEM,STACEY ABRAMS,16898
House 38,Governor,LIB,TED METZ,201
House 38,Governor,REP,BRIAN KEMP,7040
House 39,Governor,DEM,STACEY ABRAMS,17042
House 39,Governor,LIB,TED METZ,121
House 39,Governor,REP,BRIAN KEMP,3473
House 40,Governor,DEM,STACEY ABRAMS,17803
House 40,Governor,LIB,TED METZ,420
House 40,Governor,REP,BRIAN KEMP,11611
House 41,Governor,DEM,STACEY ABRAMS,11860
House 41,Governor,LIB,TED METZ,198
House 41,Governor,REP,BRIAN KEMP,5047
House 42,Governor,DEM,STACEY ABRAMS,10891
House 42,Governor,LIB,TED METZ,199
House 42,Governor,REP,BRIAN KEMP,3508
House 43,Governor,DEM,STACEY ABRAMS,13242
House 43,Governor,LIB,TED METZ,397
House 43,Governor,REP,BRIAN KEMP,12398
House 44,Governor,DEM,STACEY ABRAMS,12074
House 44,Governor,LIB,TED METZ,447
House 44,Governor,REP,BRIAN KEMP,13569
House 45,Governor,DEM,STACEY ABRAMS,13007
House 45,Governor,LIB,TED METZ,472
House 45,Governor,REP,BRIAN KEMP,15656
House 46,Governor,DEM,STACEY ABRAMS,11272
House 46,Governor,LIB,TED METZ,482
House 46,Governor,REP,BRIAN KEMP,17027
House 47,Governor,DEM,STACEY ABRAMS,11385
House 47,Governor,LIB,TED METZ,374
House 47,Governor,REP,BRIAN KEMP,15869
House 48,Governor,DEM,STACEY ABRAMS,11320
House 48,Governor,LIB,TED METZ,372
House 48,Governor,REP,BRIAN KEMP,10729
House 49,Governor,DEM,STACEY ABRAMS,12182
House 49,Governor,LIB,TED METZ,356
House 49,Governor,REP,BRIAN KEMP,12578
House 50,Governor,DEM,STACEY ABRAMS,11483
House 50,Governor,LIB,TED METZ,281
House 50,Governor,REP,BRIAN KEMP,10312
House 51,Governor,DEM,STACEY ABRAMS,13323
House 51,Governor,LIB,TED METZ,372
House 51,Governor,REP,BRIAN KEMP,11028
House 52,Governor,DEM,STACEY ABRAMS,14277
House 52,Governor,LIB,TED METZ,377
House 52,Governor,REP,BRIAN KEMP,12682
House 53,Governor,DEM,STACEY ABRAMS,18900
House 53,Governor,LIB,TED METZ,209
House 53,Governor,REP,BRIAN KEMP,4461
House 54,Governor,DEM,STACEY ABRAMS,17140
House 54,Governor,LIB,TED METZ,384
House 54,Governor,REP,BRIAN KEMP,12445
House 55,Governor,DEM,STACEY ABRAMS,23292
House 55,Governor,LIB,TED METZ,234
House 55,Governor,REP,BRIAN KEMP,3069
House 56,Governor,DEM,STACEY ABRAMS,16726
House 56,Governor,LIB,TED METZ,153
House 56,Governor,REP,BRIAN KEMP,1434
House 57,Governor,DEM,STACEY ABRAMS,24875
House 57,Governor,LIB,TED METZ,248
House 57,Governor,REP,BRIAN KEMP,2916
House 58,Governor,DEM,STACEY ABRAMS,24048
House 58,Governor,LIB,TED METZ,210
House 58,Governor,REP,BRIAN KEMP,1848
House 59,Governor,DEM,STACEY ABRAMS,20874
House 59,Governor,LIB,TED METZ,221
House 59,Governor,REP,BRIAN KEMP,1943
House 60,Governor,DEM,STACEY ABRAMS,16474
House 60,Governor,LIB,TED METZ,79
House 60,Governor,REP,BRIAN KEMP,1087
House 61,Governor,DEM,STACEY ABRAMS,19725
House 61,Governor,LIB,TED METZ,103
House 61,Governor,REP,BRIAN KEMP,2877
House 62,Governor,DEM,STACEY ABRAMS,23487
House 62,Governor,LIB,TED METZ,116
House 62,Governor,REP,BRIAN KEMP,3430
House 63,Governor,DEM,STACEY ABRAMS,19453
House 63,Governor,LIB,TED METZ,136
House 63,Governor,REP,BRIAN KEMP,5292
House 64,Governor,DEM,STACEY ABRAMS,19451
House 64,Governor,LIB,TED METZ,170
House 64,Governor,REP,BRIAN KEMP,6621
House 65,Governor,DEM,STACEY ABRAMS,20676
House 65,Governor,LIB,TED METZ,76
House 65,Governor,REP,BRIAN KEMP,3506
House 66,Governor,DEM,STACEY ABRAMS,14932
House 66,Governor,LIB,TED METZ,183
House 66,Governor,REP,BRIAN KEMP,8462
House 67,Governor,DEM,STACEY ABRAMS,7958
House 67,Governor,LIB,TED METZ,242
House 67,Governor,REP,BRIAN KEMP,13886
House 68,Governor,DEM,STACEY ABRAMS,6213
House 68,Governor,LIB,TED METZ,232
House 68,Governor,REP,BRIAN KEMP,15664
House 69,Governor,DEM,STACEY ABRAMS,4762
House 69,Governor,LIB,TED METZ,193
House 69,Governor,REP,BRIAN KEMP,16307
House 70,Governor,DEM,STACEY ABRAMS,7908
House 70,Governor,LIB,TED METZ,260
House 70,Governor,REP,BRIAN KEMP,14888
House 71,Governor,DEM,STACEY ABRAMS,6770
House 71,Governor,LIB,TED METZ,367
House 71,Governor,REP,BRIAN KEMP,20352
House 72,Governor,DEM,STACEY ABRAMS,8152
House 72,Governor,LIB,TED METZ,409
House 72,Governor,REP,BRIAN KEMP,21054
House 73,Governor,DEM,STACEY ABRAMS,9953
House 73,Governor,LIB,TED METZ,182
House 73,Governor,REP,BRIAN KEMP,13494
House 74,Governor,DEM,STACEY ABRAMS,14336
House 74,Governor,LIB,TED METZ,63
House 74,Governor,REP,BRIAN KEMP,1743
House 75,Governor,DEM,STACEY ABRAMS,17343
House 75,Governor,LIB,TED METZ,84
House 75,Governor,REP,BRIAN KEMP,2410
House 76,Governor,DEM,STACEY ABRAMS,19462
House 76,Governor,LIB,TED METZ,90
House 76,Governor,REP,BRIAN KEMP,3468
House 77,Governor,DEM,STACEY ABRAMS,15508
House 77,Governor,LIB,TED METZ,59
House 77,Governor,REP,BRIAN KEMP,1258
House 78,Governor,DEM,STACEY ABRAMS,18427
House 78,Governor,LIB,TED METZ,118
House 78,Governor,REP,BRIAN KEMP,4000
House 79,Governor,DEM,STACEY ABRAMS,13052
House 79,Governor,LIB,TED METZ,373
House 79,Governor,REP,BRIAN KEMP,10040
House 80,Governor,DEM,STACEY ABRAMS,14089
House 80,Governor,LIB,TED METZ,370
House 80,Governor,REP,BRIAN KEMP,10028
House 81,Governor,DEM,STACEY ABRAMS,11750
House 81,Governor,LIB,TED METZ,338
House 81,Governor,REP,BRIAN KEMP,6396
House 82,Governor,DEM,STACEY ABRAMS,16290
House 82,Governor,LIB,TED METZ,302
House 82,Governor,REP,BRIAN KEMP,5156
House 83,Governor,DEM,STACEY ABRAMS,25087
House 83,Governor,LIB,TED METZ,227
House 83,Governor,REP,BRIAN KEMP,2279
House 84,Governor,DEM,STACEY ABRAMS,26162
House 84,Governor,LIB,TED METZ,196
House 84,Governor,REP,BRIAN KEMP,2395
House 85,Governor,DEM,STACEY ABRAMS,18409
House 85,Governor,LIB,TED METZ,218
House 85,Governor,REP,BRIAN KEMP,1993
House 86,Governor,DEM,STACEY ABRAMS,18591
House 86,Governor,LIB,TED METZ,185
House 86,Governor,REP,BRIAN KEMP,3707
House 87,Governor,DEM,STACEY ABRAMS,20791
House 87,Governor,LIB,TED METZ,151
House 87,Governor,REP,BRIAN KEMP,3019
House 88,Governor,DEM,STACEY ABRAMS,18144
House 88,Governor,LIB,TED METZ,136
House 88,Governor,REP,BRIAN KEMP,3696
House 89,Governor,DEM,STACEY ABRAMS,28041
House 89,Governor,LIB,TED METZ,251
House 89,Governor,REP,BRIAN KEMP,1684
House 90,Governor,DEM,STACEY ABRAMS,21761
House 90,Governor,LIB,TED METZ,139
House 90,Governor,REP,BRIAN KEMP,5390
House 91,Governor,DEM,STACEY ABRAMS,20491
House 91,Governor,LIB,TED METZ,127
House 91,Governor,REP,BRIAN KEMP,5225
House 92,Governor,DEM,STACEY ABRAMS,15869
House 92,Governor,LIB,TED METZ,67
House 92,Governor,REP,BRIAN KEMP,2693
House 93,Governor,DEM,STACEY ABRAMS,22380
House 93,Governor,LIB,TED METZ,137
House 93,Governor,REP,BRIAN KEMP,4220
House 94,Governor,DEM,STACEY ABRAMS,20361
House 94,Governor,LIB,TED METZ,127
House 94,Governor,REP,BRIAN KEMP,3712
House 95,Governor,DEM,STACEY ABRAMS,12929
House 95,Governor,LIB,TED METZ,336
House 95,Governor,REP,BRIAN KEMP,10683
House 96,Governor,DEM,STACEY ABRAMS,9163
House 96,Governor,LIB,TED METZ,191
House 96,Governor,REP,BRIAN KEMP,4369
House 97,Governor,DEM,STACEY ABRAMS,11568
House 97,Governor,LIB,TED METZ,403
House 97,Governor,REP,BRIAN KEMP,12902
House 98,Governor,DEM,STACEY ABRAMS,9299
House 98,Governor,LIB,TED METZ,278
House 98,Governor,REP,BRIAN KEMP,13658
House 99,Governor,DEM,STACEY ABRAMS,6991
House 99,Governor,LIB,TED METZ,105
House 99,Governor,REP,BRIAN KEMP,1894
House 100,Governor,DEM,STACEY ABRAMS,10216
House 100,Governor,LIB,TED METZ,110
House 100,Governor,REP,BRIAN KEMP,2355
House 101,Governor,DEM,STACEY ABRAMS,12005
House 101,Governor,LIB,TED METZ,256
House 101,Governor,REP,BRIAN KEMP,7794
House 102,Governor,DEM,STACEY ABRAMS,11031
House 102,Governor,LIB,TED METZ,306
House 102,Governor,REP,BRIAN KEMP,9767
House 103,Governor,DEM,STACEY ABRAMS,8267
House 103,Governor,LIB,TED METZ,353
House 103,Governor,REP,BRIAN KEMP,17967
House 104,Governor,DEM,STACEY ABRAMS,11974
House 104,Governor,LIB,TED METZ,302
House 104,Governor,REP,BRIAN KEMP,13563
House 105,Governor,DEM,STACEY ABRAMS,14981
House 105,Governor,LIB,TED METZ,250
House 105,Governor,REP,BRIAN KEMP,10026
House 106,Governor,DEM,STACEY ABRAMS,13550
House 106,Governor,LIB,TED METZ,246
House 106,Governor,REP,BRIAN KEMP,10375
House 107,Governor,DEM,STACEY ABRAMS,12752
House 107,Governor,LIB,TED METZ,263
House 107,Governor,REP,BRIAN KEMP,8473
House 108,Governor,DEM,STACEY ABRAMS,11372
House 108,Governor,LIB,TED METZ,325
House 108,Governor,REP,BRIAN KEMP,10144
House 109,Governor,DEM,STACEY ABRAMS,13717
House 109,Governor,LIB,TED METZ,230
House 109,Governor,REP,BRIAN KEMP,13890
House 110,Governor,DEM,STACEY ABRAMS,9691
House 110,Governor,LIB,TED METZ,157
House 110,Governor,REP,BRIAN KEMP,12052
House 111,Governor,DEM,STACEY ABRAMS,17014
House 111,Governor,LIB,TED METZ,187
House 111,Governor,REP,BRIAN KEMP,12230
House 112,Governor,DEM,STACEY ABRAMS,7700
House 112,Governor,LIB,TED METZ,185
House 112,Governor,REP,BRIAN KEMP,18139
House 113,Governor,DEM,STACEY ABRAMS,17227
House 113,Governor,LIB,TED METZ,134
House 113,Governor,REP,BRIAN KEMP,5401
House 114,Governor,DEM,STACEY ABRAMS,8363
House 114,Governor,LIB,TED METZ,215
House 114,Governor,REP,BRIAN KEMP,17092
House 115,Governor,DEM,STACEY ABRAMS,5330
House 115,Governor,LIB,TED METZ,158
House 115,Governor,REP,BRIAN KEMP,18142
House 116,Governor,DEM,STACEY ABRAMS,4892
House 116,Governor,LIB,TED METZ,236
House 116,Governor,REP,BRIAN KEMP,15584
House 117,Governor,DEM,STACEY ABRAMS,11880
House 117,Governor,LIB,TED METZ,326
House 117,Governor,REP,BRIAN KEMP,12857
House 118,Governor,DEM,STACEY ABRAMS,14063
House 118,Governor,LIB,TED METZ,199
House 118,Governor,REP,BRIAN KEMP,4321
House 119,Governor,DEM,STACEY ABRAMS,11756
House 119,Governor,LIB,TED METZ,304
House 119,Governor,REP,BRIAN KEMP,13615
House 120,Governor,DEM,STACEY ABRAMS,8994
House 120,Governor,LIB,TED METZ,165
House 120,Governor,REP,BRIAN KEMP,16795
House 121,Governor,DEM,STACEY ABRAMS,9246
House 121,Governor,LIB,TED METZ,208
House 121,Governor,REP,BRIAN KEMP,15527
House 122,Governor,DEM,STACEY ABRAMS,8759
House 122,Governor,LIB,TED METZ,324
House 122,Governor,REP,BRIAN KEMP,20457
House 123,Governor,DEM,STACEY ABRAMS,8458
House 123,Governor,LIB,TED METZ,293
House 123,Governor,REP,BRIAN KEMP,15694
House 124,Governor,DEM,STACEY ABRAMS,11212
House 124,Governor,LIB,TED METZ,155
House 124,Governor,REP,BRIAN KEMP,4810
House 125,Governor,DEM,STACEY ABRAMS,11182
House 125,Governor,LIB,TED METZ,118
House 125,Governor,REP,BRIAN KEMP,6089
House 126,Governor,DEM,STACEY ABRAMS,15002
House 126,Governor,LIB,TED METZ,107
House 126,Governor,REP,BRIAN KEMP,6666
House 127,Governor,DEM,STACEY ABRAMS,12760
House 127,Governor,LIB,TED METZ,101
House 127,Governor,REP,BRIAN KEMP,4998
House 128,Governor,DEM,STACEY ABRAMS,10755
House 128,Governor,LIB,TED METZ,68
House 128,Governor,REP,BRIAN KEMP,9538
House 129,Governor,DEM,STACEY ABRAMS,6219
House 129,Governor,LIB,TED METZ,130
House 129,Governor,REP,BRIAN KEMP,15431
House 130,Governor,DEM,STACEY ABRAMS,8895
House 130,Governor,LIB,TED METZ,210
House 130,Governor,REP,BRIAN KEMP,12898
House 131,Governor,DEM,STACEY ABRAMS,5956
House 131,Governor,LIB,TED METZ,151
House 131,Governor,REP,BRIAN KEMP,16385
House 132,Governor,DEM,STACEY ABRAMS,8725
House 132,Governor,LIB,TED METZ,127
House 132,Governor,REP,BRIAN KEMP,9009
House 133,Governor,DEM,STACEY ABRAMS,6345
House 133,Governor,LIB,TED METZ,183
House 133,Governor,REP,BRIAN KEMP,17538
House 134,Governor,DEM,STACEY ABRAMS,7773
House 134,Governor,LIB,TED METZ,242
House 134,Governor,REP,BRIAN KEMP,13879
House 135,Governor,DEM,STACEY ABRAMS,8434
House 135,Governor,LIB,TED METZ,74
House 135,Governor,REP,BRIAN KEMP,2739
House 136,Governor,DEM,STACEY ABRAMS,13611
House 136,Governor,LIB,TED METZ,91
House 136,Governor,REP,BRIAN KEMP,3905
House 137,Governor,DEM,STACEY ABRAMS,12787
House 137,Governor,LIB,TED METZ,124
House 137,Governor,REP,BRIAN KEMP,8831
House 138,Governor,DEM,STACEY ABRAMS,6672
House 138,Governor,LIB,TED METZ,86
House 138,Governor,REP,BRIAN KEMP,8298
House 139,Governor,DEM,STACEY ABRAMS,8812
House 139,Governor,LIB,TED METZ,56
House 139,Governor,REP,BRIAN KEMP,6850
House 140,Governor,DEM,STACEY ABRAMS,7115
House 140,Governor,LIB,TED METZ,131
