State Legislative District,Office,Party,Candidate,Votes
House 137,Lieutenant Governor,REP,Dan Patrick,7297
House 138,Lieutenant Governor,,OVERVOTES,3
House 138,Lieutenant Governor,,UNDERVOTES,600
House 138,Lieutenant Governor,DEM,Mike Collier,24652
House 138,Lieutenant Governor,LIB,Kerry Douglas McKennon,915
House 138,Lieutenant Governor,REP,Dan Patrick,23174
House 139,Lieutenant Governor,,OVERVOTES,4
House 139,Lieutenant Governor,,UNDERVOTES,562
House 139,Lieutenant Governor,DEM,Mike Collier,35950
House 139,Lieutenant Governor,LIB,Kerry Douglas McKennon,644
House 139,Lieutenant Governor,REP,Dan Patrick,10792
House 140,Lieutenant Governor,,OVERVOTES,2
House 140,Lieutenant Governor,,UNDERVOTES,421
House 140,Lieutenant Governor,DEM,Mike Collier,17783
House 140,Lieutenant Governor,LIB,Kerry Douglas McKennon,267
House 140,Lieutenant Governor,REP,Dan Patrick,5647
House 141,Lieutenant Governor,,OVERVOTES,2
House 141,Lieutenant Governor,,UNDERVOTES,357
House 141,Lieutenant Governor,DEM,Mike Collier,26928
House 141,Lieutenant Governor,LIB,Kerry Douglas McKennon,339
House 141,Lieutenant Governor,REP,Dan Patrick,4262
House 142,Lieutenant Governor,,OVERVOTES,5
House 142,Lieutenant Governor,,UNDERVOTES,438
House 142,Lieutenant Governor,DEM,Mike Collier,30496
House 142,Lieutenant Governor,LIB,Kerry Douglas McKennon,477
House 142,Lieutenant Governor,REP,Dan Patrick,8927
House 143,Lieutenant Governor,,OVERVOTES,0
House 143,Lieutenant Governor,,UNDERVOTES,500
House 143,Lieutenant Governor,DEM,Mike Collier,20443
House 143,Lieutenant Governor,LIB,Kerry Douglas McKennon,356
House 143,Lieutenant Governor,REP,Dan Patrick,7991
House 144,Lieutenant Governor,,OVERVOTES,0
House 144,Lieutenant Governor,,UNDERVOTES,389
House 144,Lieutenant Governor,DEM,Mike Collier,13914
House 144,Lieutenant Governor,LIB,Kerry Douglas McKennon,341
House 144,Lieutenant Governor,REP,Dan Patrick,9224
House 145,Lieutenant Governor,,OVERVOTES,0
House 145,Lieutenant Governor,,UNDERVOTES,528
House 145,Lieutenant Governor,DEM,Mike Collier,22560
House 145,Lieutenant Governor,LIB,Kerry Douglas McKennon,624
House 145,Lieutenant Governor,REP,Dan Patrick,9893
House 146,Lieutenant Governor,,OVERVOTES,1
House 146,Lieutenant Governor,,UNDERVOTES,580
House 146,Lieutenant Governor,DEM,Mike Collier,34800
House 146,Lieutenant Governor,LIB,Kerry Douglas McKennon,663
House 146,Lieutenant Governor,REP,Dan Patrick,8262
House 147,Lieutenant Governor,,OVERVOTES,4
House 147,Lieutenant Governor,,UNDERVOTES,661
House 147,Lieutenant Governor,DEM,Mike Collier,44458
House 147,Lieutenant Governor,LIB,Kerry Douglas McKennon,1007
House 147,Lieutenant Governor,REP,Dan Patrick,10070
House 148,Lieutenant Governor,,OVERVOTES,4
House 148,Lieutenant Governor,,UNDERVOTES,768
House 148,Lieutenant Governor,DEM,Mike Collier,31673
House 148,Lieutenant Governor,LIB,Kerry Douglas McKennon,1140
House 148,Lieutenant Governor,REP,Dan Patrick,15445
House 149,Lieutenant Governor,,OVERVOTES,2
House 149,Lieutenant Governor,,UNDERVOTES,588
House 149,Lieutenant Governor,DEM,Mike Collier,24428
House 149,Lieutenant Governor,LIB,Kerry Douglas McKennon,562
House 149,Lieutenant Governor,REP,Dan Patrick,14217
House 150,Lieutenant Governor,,OVERVOTES,0
House 150,Lieutenant Governor,,UNDERVOTES,643
House 150,Lieutenant Governor,DEM,Mike Collier,28962
House 150,Lieutenant Governor,LIB,Kerry Douglas McKennon,1192
House 150,Lieutenant Governor,REP,Dan Patrick,41050
Senate 1,Lieutenant Governor,,Over Votes,7
Senate 1,Lieutenant Governor,,Under Votes,313
Senate 1,Lieutenant Governor,DEM,MIKE COLLIER,7166
Senate 1,Lieutenant Governor,DEM,Mike Collier,71720
Senate 1,Lieutenant Governor,LIB,KERRY DOUGLAS McKENNON,327
Senate 1,Lieutenant Governor,LIB,Kerry Douglas McKennon,4330
Senate 1,Lieutenant Governor,REP,DAN PATRICK,11397
Senate 1,Lieutenant Governor,REP,Dan Patrick,175823
Senate 2,Lieutenant Governor,,Cast Votes,8786
Senate 2,Lieutenant Governor,,Dan Patrick,1477
Senate 2,Lieutenant Governor,,Kerry Douglas McKennon,30
Senate 2,Lieutenant Governor,,Mike Collier,430
Senate 2,Lieutenant Governor,,OVER VOTES,1
Senate 2,Lieutenant Governor,,Over Votes,6
Senate 2,Lieutenant Governor,,Overvotes,0
Senate 2,Lieutenant Governor,,UNDER VOTES,449
Senate 2,Lieutenant Governor,,Under Votes,1624
Senate 2,Lieutenant Governor,,Undervotes,38
Senate 2,Lieutenant Governor,DEM,MIKE COLLIER,2234
Senate 2,Lieutenant Governor,DEM,Mike Collier,102404
Senate 2,Lieutenant Governor,LIB,KERRY DOUGLAS McKENNON,179
Senate 2,Lieutenant Governor,LIB,Kerry Douglas McKennon,5044
Senate 2,Lieutenant Governor,REP,DAN PATRICK,8292
Senate 2,Lieutenant Governor,REP,Dan Patrick,144749
Senate 2,Lieutenant Governor,REP,Over Votes,0
Senate 2,Lieutenant Governor,REP,Under Votes,142
Senate 3,Lieutenant Governor,,Dan Patrick,5728
Senate 3,Lieutenant Governor,,Kerry Douglas McKennon,91
Senate 3,Lieutenant Governor,,Mike Collier,1655
Senate 3,Lieutenant Governor,,OVER VOTES,3
Senate 3,Lieutenant Governor,,Over Votes,4
Senate 3,Lieutenant Governor,,UNDER VOTES,562
Senate 3,Lieutenant Governor,,Under Votes,1466
Senate 3,Lieutenant Governor,DEM,Mike Collier,60180
Senate 3,Lieutenant Governor,LIB,Kerry Douglas McKennon,4113
Senate 3,Lieutenant Governor,REP,Dan Patrick,205392
Senate 4,Lieutenant Governor,,OVERVOTES,0
Senate 4,Lieutenant Governor,,Over Votes,1
Senate 4,Lieutenant Governor,,UNDERVOTES,505
Senate 4,Lieutenant Governor,,Under Votes,1425
Senate 4,Lieutenant Governor,DEM,Mike Collier,55031
Senate 4,Lieutenant Governor,LIB,Kerry Douglas McKennon,3728
Senate 4,Lieutenant Governor,REP,Dan Patrick,142106
Senate 5,Lieutenant Governor,,Dan Patrick,6259
Senate 5,Lieutenant Governor,,Kerry Douglas McKennon,163
Senate 5,Lieutenant Governor,,Mike Collier,2194
Senate 5,Lieutenant Governor,,OVER VOTES,0
Senate 5,Lieutenant Governor,,Over Votes,0
Senate 5,Lieutenant Governor,,UNDER VOTES,352
Senate 5,Lieutenant Governor,,Under Votes,3659
Senate 5,Lieutenant Governor,DEM,Mike Collier,134576
Senate 5,Lieutenant Governor,LIB,Kerry Douglas McKennon,8937
Senate 5,Lieutenant Governor,LIB,Kerry McKennon,386
Senate 5,Lieutenant Governor,REP,Dan Patrick,169327
Senate 6,Lieutenant Governor,,OVERVOTES,6
Senate 6,Lieutenant Governor,,UNDERVOTES,2244
Senate 6,Lieutenant Governor,DEM,Mike Collier,96689
Senate 6,Lieutenant Governor,LIB,Kerry Douglas McKennon,1941
Senate 6,Lieutenant Governor,REP,Dan Patrick,36910
Senate 7,Lieutenant Governor,,OVERVOTES,2
Senate 7,Lieutenant Governor,,UNDERVOTES,2756
Senate 7,Lieutenant Governor,DEM,Mike Collier,130834
Senate 7,Lieutenant Governor,LIB,Kerry Douglas McKennon,5279
Senate 7,Lieutenant Governor,REP,Dan Patrick,172955
Senate 8,Lieutenant Governor,,OVER VOTES,2
Senate 8,Lieutenant Governor,,Over Votes,2
Senate 8,Lieutenant Governor,,UNDER VOTES,4712
Senate 8,Lieutenant Governor,,Under Votes,715
Senate 8,Lieutenant Governor,DEM,Mike Collier,160330
Senate 8,Lieutenant Governor,LIB,K. Douglas McKennon,6385
Senate 8,Lieutenant Governor,LIB,Kerry Douglas McKennon,1123
Senate 8,Lieutenant Governor,REP,Dan Patrick,169236
Senate 9,Lieutenant Governor,,Over Votes,14
Senate 9,Lieutenant Governor,,Under Votes,3553
Senate 9,Lieutenant Governor,DEM,Mike Collier,113935
Senate 9,Lieutenant Governor,LIB,Kerry Douglas McKennon,6080
Senate 9,Lieutenant Governor,REP,Dan Patrick,127720
Senate 10,Lieutenant Governor,,Over Votes,10
Senate 10,Lieutenant Governor,,Under Votes,4102
Senate 10,Lieutenant Governor,DEM,Mike Collier,147141
Senate 10,Lieutenant Governor,LIB,Kerry Douglas McKennon,6661
Senate 10,Lieutenant Governor,REP,Dan Patrick,136051
Senate 11,Lieutenant Governor,,OVERVOTES,1
Senate 11,Lieutenant Governor,,Over Votes,0
Senate 11,Lieutenant Governor,,UNDERVOTES,913
Senate 11,Lieutenant Governor,,Under Votes,573
Senate 11,Lieutenant Governor,DEM,Mike Collier,73288
Senate 11,Lieutenant Governor,LIB,Kerry Douglas McKennon,3526
Senate 11,Lieutenant Governor,REP,Dan Patrick,102215
Senate 12,Lieutenant Governor,,Over Votes,39
Senate 12,Lieutenant Governor,,Under Votes,2166
Senate 12,Lieutenant Governor,DEM,Mike Collier,93400
Senate 12,Lieutenant Governor,LIB,Kerry Douglas McKennon,5801
Senate 12,Lieutenant Governor,REP,Dan Patrick,125134
Senate 13,Lieutenant Governor,,OVERVOTES,10
Senate 13,Lieutenant Governor,,UNDERVOTES,2144
Senate 13,Lieutenant Governor,DEM,Mike Collier,127847
Senate 13,Lieutenant Governor,LIB,Kerry Douglas McKennon,2088
Senate 13,Lieutenant Governor,REP,Dan Patrick,24784
Senate 14,Lieutenant Governor,DEM,Mike Collier,272535
Senate 14,Lieutenant Governor,LIB,Kerry Douglas McKennon,12556
Senate 14,Lieutenant Governor,REP,Dan Patrick,102092
Senate 15,Lieutenant Governor,,OVERVOTES,11
Senate 15,Lieutenant Governor,,UNDERVOTES,2818
Senate 15,Lieutenant Governor,DEM,Mike Collier,153594
Senate 15,Lieutenant Governor,LIB,Kerry Douglas McKennon,4212
Senate 15,Lieutenant Governor,REP,Dan Patrick,78747
Senate 16,Lieutenant Governor,,Over Votes,24
Senate 16,Lieutenant Governor,,Under Votes,5030
Senate 16,Lieutenant Governor,DEM,Mike Collier,155724
Senate 16,Lieutenant Governor,LIB,Kerry Douglas McKennon,6902
Senate 16,Lieutenant Governor,REP,Dan Patrick,133482
Senate 17,Lieutenant Governor,,OVERVOTES,4
Senate 17,Lieutenant Governor,,Over Votes,2
Senate 17,Lieutenant Governor,,UNDERVOTES,2370
Senate 17,Lieutenant Governor,,Under Votes,1662
Senate 17,Lieutenant Governor,DEM,Mike Collier,154453
Senate 17,Lieutenant Governor,LIB,Kerry Douglas McKennon,5910
Senate 17,Lieutenant Governor,REP,Dan Patrick,150408
Senate 18,Lieutenant Governor,,Cast Votes:,12168
Senate 18,Lieutenant Governor,,OVER VOTES,1
Senate 18,Lieutenant Governor,,OVERVOTES,1
Senate 18,Lieutenant Governor,,Over Votes,0
Senate 18,Lieutenant Governor,,Overvotes,0
Senate 18,Lieutenant Governor,,Overvotes:,0
Senate 18,Lieutenant Governor,,UNDER VOTES,222
Senate 18,Lieutenant Governor,,UNDERVOTES,117
Senate 18,Lieutenant Governor,,Under Votes,230
Senate 18,Lieutenant Governor,,Undervotes:,182
Senate 18,Lieutenant Governor,DEM,Mike Collier,29348
Senate 18,Lieutenant Governor,IND,Kerry Douglas McKennon,84
Senate 18,Lieutenant Governor,LIB,K. Douglas McKennon,93
Senate 18,Lieutenant Governor,LIB,Kerry Douglas,190
Senate 18,Lieutenant Governor,LIB,Kerry Douglas McKennon,1369
Senate 18,Lieutenant Governor,REP,Dan Patrick,72339
Senate 19,Lieutenant Governor,,OVER VOTES,1
Senate 19,Lieutenant Governor,,UNDER VOTES,1697
Senate 19,Lieutenant Governor,DEM,Mike Collier,90593
Senate 19,Lieutenant Governor,LIB,Kerry D. McKennon,40
Senate 19,Lieutenant Governor,LIB,Kerry Douglas McKennon,509
Senate 19,Lieutenant Governor,LIB,Kerry Douglas Mckennon,66
Senate 19,Lieutenant Governor,LIB,Kerry McKennon,3034
Senate 19,Lieutenant Governor,REP,Dan Patrick,66171
Senate 20,Lieutenant Governor,,Over Votes,4
Senate 20,Lieutenant Governor,,Under Votes,435
Senate 20,Lieutenant Governor,DEM,Mike Collier,5415
Senate 20,Lieutenant Governor,LIB,Kerry Douglas McKennon,155
Senate 20,Lieutenant Governor,REP,Dan Patrick,4368
Senate 21,Lieutenant Governor,,Ballots Cast,3810
Senate 21,Lieutenant Governor,,OVER VOTES,0
Senate 21,Lieutenant Governor,,Over Votes,0
Senate 21,Lieutenant Governor,,UNDER VOTES,39
Senate 21,Lieutenant Governor,,Under Votes,808
Senate 21,Lieutenant Governor,DEM,Mike Collier,41820
Senate 21,Lieutenant Governor,LIB,Kerry Douglas McKennon,1615
Senate 21,Lieutenant Governor,LIB,Kerry McKennon,409
Senate 21,Lieutenant Governor,REP,Dan Patrick,41947
Senate 22,Lieutenant Governor,,Over Votes,1
Senate 22,Lieutenant Governor,,Under Votes,1103
Senate 22,Lieutenant Governor,DEM,Mike Collier,47457
Senate 22,Lieutenant Governor,LIB,Kerry Douglas McKennon,3059
Senate 22,Lieutenant Governor,REP,Dan Patrick,88018
Senate 23,Lieutenant Governor,,OVER VOTES,0
Senate 23,Lieutenant Governor,,Over Votes,32
Senate 23,Lieutenant Governor,,UNDER VOTES,43
Senate 23,Lieutenant Governor,,Under Votes,3304
Senate 23,Lieutenant Governor,DEM,Mike Collier,183438
Senate 23,Lieutenant Governor,LIB,Kerry Douglas McKennon,4403
Senate 23,Lieutenant Governor,REP,Dan Patrick,39124
Senate 24,Lieutenant Governor,,Over Votes,10
Senate 24,Lieutenant Governor,,Under Votes,1602
Senate 24,Lieutenant Governor,DEM,Mike Collier,59544
Senate 24,Lieutenant Governor,Dan Patrick,REP,4066
Senate 24,Lieutenant Governor,Kerry Douglas McKennon,LIB,144
Senate 24,Lieutenant Governor,LIB,Kerry Douglas McKennon,4307
Senate 24,Lieutenant Governor,LIB,Kerry Douglas Mckennon,82
Senate 24,Lieutenant Governor,Mike Collier,DEM,1579
Senate 24,Lieutenant Governor,REP,Dan Patrick,126881
Senate 25,Lieutenant Governor,,OVER VOTES,1
Senate 25,Lieutenant Governor,,UNDER VOTES,2357
Senate 25,Lieutenant Governor,,Under Votes,410
Senate 25,Lieutenant Governor,DEM,Mike Collier,175893
Senate 25,Lieutenant Governor,LIB,Kerry Douglas McKennon,5185
Senate 25,Lieutenant Governor,LIB,Kerry McKennon,5186
Senate 25,Lieutenant Governor,REP,Dan Patrick,228519
Senate 26,Lieutenant Governor,,OVER VOTES,0
Senate 26,Lieutenant Governor,,UNDER VOTES,2950
Senate 26,Lieutenant Governor,DEM,Mike Collier,136399
Senate 26,Lieutenant Governor,LIB,Kerry McKennon,5136
Senate 26,Lieutenant Governor,REP,Dan Patrick,68411
Senate 27,Lieutenant Governor,,Over Votes,17
Senate 27,Lieutenant Governor,,Under Votes,3037
Senate 27,Lieutenant Governor,DEM,Mike Collier,41667
Senate 27,Lieutenant Governor,LIB,Kerry Douglas McKennon,2000
Senate 27,Lieutenant Governor,REP,Dan Patrick,26965
Senate 28,Lieutenant Governor,,Cast Votes,361
Senate 28,Lieutenant Governor,,Dan Patrick,290
Senate 28,Lieutenant Governor,,Kerry Douglas McKennon,6
Senate 28,Lieutenant Governor,,Mike Collier,128
Senate 28,Lieutenant Governor,,OVER VOTES,2
Senate 28,Lieutenant Governor,,Over Votes,1
Senate 28,Lieutenant Governor,,Overvotes,0
Senate 28,Lieutenant Governor,,UNDER VOTES,185
Senate 28,Lieutenant Governor,,Under Votes,1470
Senate 28,Lieutenant Governor,,Undervotes,12
Senate 28,Lieutenant Governor,DEM,Mike Collier,49143
Senate 28,Lieutenant Governor,Dem,Mike Colllier,305
Senate 28,Lieutenant Governor,LIB,Kerry D. McKennon,41
Senate 28,Lieutenant Governor,LIB,Kerry Douglas,8
Senate 28,Lieutenant Governor,LIB,Kerry Douglas McKennon,4288
Senate 28,Lieutenant Governor,Lib,Kerry Douglas McKennon,19
Senate 28,Lieutenant Governor,REP,Dan Patrick,109521
Senate 28,Lieutenant Governor,Rep,Dan Patrick,778
Senate 29,Lieutenant Governor,DEM,Mike Collier,509
Senate 29,Lieutenant Governor,LIB,Kerry Douglas McKennon,50
Senate 29,Lieutenant Governor,REP,Dan Patrick,600
Senate 30,Lieutenant Governor,,Cast Votes,18796
Senate 30,Lieutenant Governor,,OVER VOTES,2
Senate 30,Lieutenant Governor,,Over Votes,6
Senate 30,Lieutenant Governor,,Overvotes,0
Senate 30,Lieutenant Governor,,UNDER VOTES,964
Senate 30,Lieutenant Governor,,Under Votes,2166
Senate 30,Lieutenant Governor,,Undervotes,172
Senate 30,Lieutenant Governor,DEM,Mike Collier,88050
Senate 30,Lieutenant Governor,LIB,K. Douglas McKennon,1293
Senate 30,Lieutenant Governor,LIB,Kerry D. McKennon,248
Senate 30,Lieutenant Governor,LIB,Kerry Douglas McKennon,5743
Senate 30,Lieutenant Governor,REP,Dan Patrick,235214
Senate 31,Lieutenant Governor,,Dan Patrick,2550
Senate 31,Lieutenant Governor,,Kerry Douglas McKennon,75
Senate 31,Lieutenant Governor,,Mike Collier,1119
Senate 31,Lieutenant Governor,,OVER VOTES,0
Senate 31,Lieutenant Governor,,Over Votes,0
Senate 31,Lieutenant Governor,,UNDER VOTES,197
Senate 31,Lieutenant Governor,,Under Votes,941
Senate 31,Lieutenant Governor,DEM,MIKE COLLIER,408
Senate 31,Lieutenant Governor,DEM,Mike Collier,47900
Senate 31,Lieutenant Governor,LIB,KERRY D. MCKENNON,28
Senate 31,Lieutenant Governor,LIB,Kerry D. McKennon,17
Senate 31,Lieutenant Governor,LIB,Kerry Douglad McKennon,43
Senate 31,Lieutenant Governor,LIB,Kerry Douglas McKennon,4885
Senate 31,Lieutenant Governor,REP,DAN PATRICK,1147
Senate 31,Lieutenant Governor,REP,Dan Patrick,156996
Senate 31,Lieutenant Governor,REP,Over Votes,1
Senate 31,Lieutenant Governor,REP,Under Votes,65
House 1,U.S. Senate,,OVER VOTES,0
House 1,U.S. Senate,,UNDER VOTES,110
House 1,U.S. Senate,DEM,Beto O' Rourke,639
House 1,U.S. Senate,DEM,Beto O'Rourke,12648
House 1,U.S. Senate,LIB,Neal M. Dikeman,361
House 1,U.S. Senate,REP,Ted Cruz,39546
House 2,U.S. Senate,DEM,Beto O'Rourke,12330
House 2,U.S. Senate,LIB,Neal M. Dikeman,407
House 2,U.S. Senate,REP,Ted Cruz,45603
House 3,U.S. Senate,,Over Votes,0
House 3,U.S. Senate,,Under Votes,478
House 3,U.S. Senate,DEM,Beto O'Rourke,16319
House 3,U.S. Senate,LIB,Neal M. Dikeman,429
House 3,U.S. Senate,REP,Ted Cruz,47762
House 4,U.S. Senate,,OVER VOTES,1
House 4,U.S. Senate,,Over Votes,1
House 4,U.S. Senate,,UNDER VOTES,91
House 4,U.S. Senate,,Under Votes,368
House 4,U.S. Senate,DEM,Beto O'Rourke,16518
House 4,U.S. Senate,LIB,Neal M. Dikeman,423
House 4,U.S. Senate,REP,Ted Cruz,43862
House 5,U.S. Senate,,Cast Votes,8812
House 5,U.S. Senate,,Overvotes,0
House 5,U.S. Senate,,Undervotes,26
House 5,U.S. Senate,DEM,Beto O'Rourke,19378
House 5,U.S. Senate,LIB,Neal M. Dikeman,504
House 5,U.S. Senate,REP,Ted Cruz,62933
House 6,U.S. Senate,DEM,Beto O'Rourke,35624
House 6,U.S. Senate,LIB,Neal M. Dikeman,676
House 6,U.S. Senate,REP,Ted Cruz,77263
House 7,U.S. Senate,,Over Votes,0
House 7,U.S. Senate,,Under Votes,139
House 7,U.S. Senate,DEM,BETO O'ROURKE,11133
House 7,U.S. Senate,DEM,Beto O'Rourke,2364
House 7,U.S. Senate,LIB,NEAL M. DIKEMAN,234
House 7,U.S. Senate,LIB,Neal M. Dikeman,91
House 7,U.S. Senate,REP,TED CRUZ,24569
House 7,U.S. Senate,REP,Ted Cruz,11529
House 8,U.S. Senate,,OVER VOTES,0
House 8,U.S. Senate,,UNDER VOTES,50
House 8,U.S. Senate,DEM,Beto O'Rourke,11576
House 8,U.S. Senate,LIB,Neal M. Dikeman,319
House 8,U.S. Senate,REP,Ted Cruz,38065
House 9,U.S. Senate,,Beto O'Rourke,1521
House 9,U.S. Senate,,Neal M. Dikeman,32
House 9,U.S. Senate,,Over Votes,5
House 9,U.S. Senate,,Ted Cruz,6008
House 9,U.S. Senate,,Under Votes,308
House 9,U.S. Senate,DEM,Beto O'Rourke,11381
House 9,U.S. Senate,LIB,Neal Dikeman,31
House 9,U.S. Senate,LIB,Neal M Dikeman,15
House 9,U.S. Senate,LIB,Neal M. Dikeman,198
House 9,U.S. Senate,REP,Ted Cruz,37398
House 10,U.S. Senate,,Over Votes,0
House 10,U.S. Senate,,Under Votes,89
House 10,U.S. Senate,DEM,Beto O'Rourke,20005
House 10,U.S. Senate,LIB,Neal M. Dikeman,495
House 10,U.S. Senate,REP,Ted Cruz,44169
House 11,U.S. Senate,,Over Votes,3
House 11,U.S. Senate,,Under Votes,265
House 11,U.S. Senate,DEM,Beto O'Rourke,14548
House 11,U.S. Senate,LIB,Neal M Dikeman,76
House 11,U.S. Senate,LIB,Neal M. Dikeman,229
House 11,U.S. Senate,REP,Ted Cruz,38003
House 12,U.S. Senate,,OVER VOTES,0
House 12,U.S. Senate,,Over Votes,0
House 12,U.S. Senate,,UNDER VOTES,106
House 12,U.S. Senate,,Under Votes,340
House 12,U.S. Senate,DEM,Beto O'Rourke,16808
House 12,U.S. Senate,LIB,Neal M Dikeman,140
House 12,U.S. Senate,LIB,Neal M. Dikeman,214
House 12,U.S. Senate,REP,Ted Cruz,32300
House 13,U.S. Senate,,Beto O'Rourke,2034
House 13,U.S. Senate,,Neal M. Dikeman,70
House 13,U.S. Senate,,OVER VOTES,1
House 13,U.S. Senate,,Over Votes,0
House 13,U.S. Senate,,Ted Cruz,6490
House 13,U.S. Senate,,UNDER VOTES,106
House 13,U.S. Senate,,Under Votes,108
House 13,U.S. Senate,DEM,Beto O'Rourke,13301
House 13,U.S. Senate,LIB,Neal M Dikeman,106
House 13,U.S. Senate,LIB,Neal M. Dikeman,257
House 13,U.S. Senate,REP,Ted Cruz,49598
House 14,U.S. Senate,,Over Votes,0
House 14,U.S. Senate,,Under Votes,301
House 14,U.S. Senate,DEM,Beto O'Rourke,23546
House 14,U.S. Senate,LIB,Neal M Dikeman,495
House 14,U.S. Senate,REP,Ted Cruz,24670
House 15,U.S. Senate,,Over Votes,0
House 15,U.S. Senate,,Under Votes,577
House 15,U.S. Senate,DEM,Beto O'Rourke,27744
House 15,U.S. Senate,LIB,Neal M. Dikeman,662
House 15,U.S. Senate,REP,Ted Cruz,51525
House 16,U.S. Senate,,Over Votes,0
House 16,U.S. Senate,,Under Votes,708
House 16,U.S. Senate,DEM,Beto O'Rourke,13540
House 16,U.S. Senate,LIB,Neal M. Dikeman,443
House 16,U.S. Senate,REP,Ted Cruz,48275
House 17,U.S. Senate,,Overvotes,2
House 17,U.S. Senate,,Under Votes,29
House 17,U.S. Senate,DEM,Beto O'Rourke,20053
House 17,U.S. Senate,LIB,Neal M Dikeman,107
House 17,U.S. Senate,LIB,Neal M. Dikeman,381
House 17,U.S. Senate,REP,Ted Cruz,29875
House 18,U.S. Senate,,Over Votes,1
House 18,U.S. Senate,,Under Votes,119
House 18,U.S. Senate,DEM,Beto O'Rourke,12392
House 18,U.S. Senate,LIB,Neal Dikeman,132
House 18,U.S. Senate,LIB,Neal M. Dikeman,169
House 18,U.S. Senate,REP,Ted Cruz,35075
House 19,U.S. Senate,,Over Votes,0
House 19,U.S. Senate,,Under Votes,93
House 19,U.S. Senate,DEM,Beto O'Rourke,10946
House 19,U.S. Senate,LIB,Neal M Dikeman,118
House 19,U.S. Senate,LIB,Neal M. Dikeman,164
House 19,U.S. Senate,REP,Ted Cruz,49268
House 20,U.S. Senate,,Over Votes,0
House 20,U.S. Senate,,Under Votes,581
House 20,U.S. Senate,DEM,Beto O'Rourke,25622
House 20,U.S. Senate,LIB,Neal M. Dikeman,873
House 20,U.S. Senate,REP,Ted Cruz,56025
House 21,U.S. Senate,,OVER VOTES,2
House 21,U.S. Senate,,Over Votes,0
House 21,U.S. Senate,,UNDER VOTES,75
House 21,U.S. Senate,,Under Votes,0
House 21,U.S. Senate,DEM,Beto O' Rourke,5050
House 21,U.S. Senate,DEM,Beto O'Rourke,8347
House 21,U.S. Senate,LIB,Neal M. Dikeman,307
House 21,U.S. Senate,REP,Ted Cruz,43876
House 22,U.S. Senate,,Over Votes,0
House 22,U.S. Senate,,Under Votes,0
House 22,U.S. Senate,DEM,Beto O'Rourke,28777
House 22,U.S. Senate,LIB,Neal M. Dikeman,191
House 22,U.S. Senate,REP,Ted Cruz,14017
House 23,U.S. Senate,,Over Votes,0
House 23,U.S. Senate,,Under Votes,66
House 23,U.S. Senate,DEM,Beto O'Rourke,25922
House 23,U.S. Senate,LIB,Neal M. Dikeman,444
House 23,U.S. Senate,REP,Ted Cruz,32517
House 24,U.S. Senate,DEM,Beto O'Rourke,22069
House 24,U.S. Senate,LIB,Neal M. Dikeman,581
House 24,U.S. Senate,REP,Ted Cruz,47270
House 25,U.S. Senate,,Over Votes,0
House 25,U.S. Senate,,Under Votes,367
House 25,U.S. Senate,DEM,Beto O'Rourke,15259
House 25,U.S. Senate,LIB,Neal M. Dikeman,399
House 25,U.S. Senate,REP,Ted Cruz,36236
House 26,U.S. Senate,,Over Votes,1
House 26,U.S. Senate,,Under Votes,648
House 26,U.S. Senate,DEM,Beto O'Rourke,33843
House 26,U.S. Senate,LIB,Neal M. Dikeman,414
House 26,U.S. Senate,REP,Ted Cruz,32789
House 27,U.S. Senate,,Over Votes,0
House 27,U.S. Senate,,Under Votes,623
House 27,U.S. Senate,DEM,Beto O'Rourke,47484
House 27,U.S. Senate,LIB,Neal M. Dikeman,348
House 27,U.S. Senate,REP,Ted Cruz,17563
House 28,U.S. Senate,,Over Votes,0
House 28,U.S. Senate,,Under Votes,635
House 28,U.S. Senate,DEM,Beto O'Rourke,40019
House 28,U.S. Senate,LIB,Neal M. Dikeman,573
House 28,U.S. Senate,REP,Ted Cruz,42636
House 29,U.S. Senate,,Over Votes,0
House 29,U.S. Senate,,Under Votes,217
House 29,U.S. Senate,DEM,Beto O'Rourke,33018
House 29,U.S. Senate,LIB,Neal M. Dikeman,511
House 29,U.S. Senate,REP,Ted Cruz,36787
House 30,U.S. Senate,,Cast Votes:,12262
House 30,U.S. Senate,,OVER VOTES,0
House 30,U.S. Senate,,Overvotes:,0
House 30,U.S. Senate,,UNDER VOTES,96
House 30,U.S. Senate,,Undervotes:,88
House 30,U.S. Senate,DEM,Beto O'Rourke,14120
House 30,U.S. Senate,LIB,Neal M Dikeman,56
House 30,U.S. Senate,LIB,Neal M. Dikeman,246
House 30,U.S. Senate,REP,Ted Cruz,39592
House 31,U.S. Senate,,Ballots Cast,4113
House 31,U.S. Senate,,Beto O'Rourke,1060
House 31,U.S. Senate,,Neal M Dikeman,8
House 31,U.S. Senate,,Over Votes,12
House 31,U.S. Senate,,Ted Cruz,410
House 31,U.S. Senate,,Under Votes,293
House 31,U.S. Senate,DEM,BETO O'ROURKE,397
House 31,U.S. Senate,DEM,Beto O'Rourke,20908
House 31,U.S. Senate,LIB,NEAL M. DIKEMAN,2
House 31,U.S. Senate,LIB,Neal M. Dikeman,363
House 31,U.S. Senate,REP,TED CRUZ,166
House 31,U.S. Senate,REP,Ted Cruz,17794
House 32,U.S. Senate,,Over Votes,1
House 32,U.S. Senate,,Under Votes,374
House 32,U.S. Senate,DEM,Beto O'Rourke,24691
